Temperature,Humidite,Pluviometrie_mm,NDVI,RendementEstime_t_ha,RendementMoyenZone_t_ha,Surface_ha,AgeCulture_jours,RatioRendement,IndiceStressThermoHydrique,ProductionTotaleEstimee_t,Ecart_NDVI_Typique,Capteur_Manuel,Capteur_Satellite,Capteur_Station_Sol,StadeCulture_Levée,StadeCulture_Maturation,StadeCulture_Récolte,StadeCulture_Semis,StadeCulture_Tallage,TypeCulture_Colza,TypeCulture_Maïs,TypeCulture_Tournesol,TypeCulture_Vigne,TypeSol_Calcaire,TypeSol_Limoneux,TypeSol_Sableux,Irrigation_Aucune,Irrigation_Goutte-à-goutte,Irrigation_Gravitaire,Region_Bourgogne-Franche-Comté,Region_Bretagne,Region_Centre-Val de Loire,Region_Grand Est,Region_Hauts-de-France,Region_Normandie,Region_Nouvelle-Aquitaine,Region_Occitanie,Region_Pays de la Loire
8.3,115.3,9.5,0.6629,2.4299999999999997,2.07,155.06,0,1.1739073724281524,-126.98999999999998,376.7958,0.06510000000000005,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20.8,37.4,4.2,0.245,0.91,2.75,164.79,558,0.3309078876076814,1302.0800000000002,149.9589,-0.34950000000000003,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14.5,94.9,0.2,0.6588,2.55,2.74,109.56,241,0.930653537760811,73.94999999999992,279.378,0.061000000000000054,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7.7,83.6,11.8,0.7652,2.34,2.98,38.38,0,0.7852322643212606,126.28000000000004,89.8092,0.16449999999999998,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12.7,76.2,3.5,0.8626,7.39,9.2,115.72,285,0.8032599964565257,302.25999999999993,855.1708,0.2723,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.5,60.6,6.3,0.4501,2.02,1.65,91.08,0,1.2242350046363355,334.9,183.9816,-0.1506,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14.3,92.9,12.4,0.5521,4.68,5.8,144.98,140,0.8068951605255853,101.52999999999993,678.5063999999999,-0.042099999999999915,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
21.2,46.2,5.2,0.6562,7.96,7.33,140.93,120,1.0859466767439607,1140.56,1121.8028000000002,0.06000000000000005,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28.6,63.5,1.3,0.4394,3.49,2.85,171.87,110,1.224557106817169,1043.9,599.8263000000001,-0.1620999999999999,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
12.4,92.3,4.6,0.572,2.05,1.89,178.63,177,1.0846503457653662,95.48000000000003,366.19149999999996,-0.025800000000000045,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27.2,38.5,0.0,0.3909,8.31,9.32,115.8,100,0.8916299446030638,1672.8,962.298,-0.19874999999999998,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
11.3,55.5,6.5,0.8438,8.25,8.28,21.76,0,0.9963756082420192,502.85,179.52,0.21965,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
25.3,48.8,0.7,0.3622,9.04,6.96,55.23,81,1.298848708550706,1295.3600000000001,499.27919999999995,-0.22105000000000002,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
3.3,61.5,6.8,0.9144,9.43,6.83,3.57,0,1.3806714777870017,127.05,33.665099999999995,0.33114999999999994,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
29.4,90.9,26.3,0.4952,4.08,3.37,39.64,159,1.210678900062611,267.5399999999998,161.7312,-0.10629999999999995,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
21.2,84.6,2.6,0.3903,1.76,2.65,13.31,224,0.6641484371757088,326.48000000000013,23.4256,-0.1967500000000001,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
27.3,47.7,8.5,0.8652,8.68,7.6,169.9,90,1.142103760389789,1427.79,1474.732,0.269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
9.0,41.6,1.3,0.5981,6.46,5.58,81.81,245,1.1577040184515799,525.6,528.4926,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10.4,67.7,0.7,0.6157,3.04,1.74,57.73,65,1.7471163958827822,335.91999999999996,175.4992,-0.00029999999999996696,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16.3,75.4,1.0,0.586,2.31,5.12,98.65,0,0.45117099380665276,400.9799999999999,227.88150000000002,-0.008199999999999985,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8.1,38.6,14.4,0.44,1.81,2.36,63.93,192,0.7669459027715985,497.34,115.7133,-0.1578,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13.0,71.4,5.1,0.4865,10.0,9.5,101.795,175,1.0526304709152938,371.79999999999995,1017.95,-0.11530000000000001,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
21.3,88.5,0.5,0.5968,2.04,1.98,21.23,116,1.0302978267786527,244.95000000000002,43.309200000000004,0.009749999999999925,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
21.4,91.9,6.8,0.3642,5.85,7.23,46.82,0,0.8091275115802052,173.33999999999986,273.897,-0.21905000000000002,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
19.6,72.6,6.9,0.4535,3.69,3.86,191.68,0,0.9559560726526615,537.0400000000002,707.2992,-0.15894999999999992,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6.4,93.1,10.7,0.69,10.75,8.85,79.11,0,1.2146878930080307,44.16000000000004,850.4325,0.08819999999999995,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12.0,36.1,0.0,0.3917,8.63,7.31,74.59,272,1.1805729403926946,766.8,643.7117000000001,-0.19155000000000005,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.8,68.1,4.4,0.6315,2.68,2.3,114.1,328,1.1652123251638038,57.42000000000001,305.788,0.0494,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16.9,89.8,13.9,0.8889,2.12,2.87,38.38,0,0.7386733844132947,172.38000000000002,81.36560000000001,0.2740500000000001,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
16.0,66.4,64.8,0.7954,3.89,2.93,17.31,400,1.3276405199982253,537.5999999999999,67.3359,0.19390000000000007,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
12.5,54.6,4.0,0.7463,3.23,4.18,174.63,334,0.7727254241018563,567.5,564.0549,0.14480000000000004,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15.6,66.6,4.4,0.5268,9.09,9.26,158.35,104,0.9816404085956711,521.0400000000001,1439.4015,-0.05445,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
30.0,84.8,5.5,0.613,1.98,2.32,38.38,58,0.8534445972215637,456.0000000000001,75.9924,0.025949999999999918,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12.8,82.1,2.8,0.8303,7.06,8.74,166.35,0,0.807779396133414,229.1200000000001,1174.4309999999998,0.2481,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3.8,79.3,1.4,0.5568,9.09,7.52,101.795,0,1.2087749883311327,78.66000000000001,925.31655,-0.026450000000000085,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23.2,92.6,4.8,0.3992,7.81,9.43,36.86,455,0.8282069690276045,171.68000000000012,287.8766,-0.19045,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.4,36.6,1.5,0.7433,4.38,3.84,45.72,0,1.1406220296301313,405.76,200.25359999999998,0.16949999999999998,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
17.9,36.3,3.5,0.656,7.71,6.12,39.23,192,1.2598018630688512,1140.23,302.46329999999995,0.09420000000000006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
17.8,42.3,0.5,0.3305,3.91,3.91,57.0,47,0.999997442461784,1027.0600000000002,222.87,-0.24329999999999996,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15.8,44.8,0.0,0.6148499999999999,1.81,2.44,160.57,0,0.7418002385236127,872.1600000000001,290.6317,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20.4,90.9,34.2,0.4572,3.47,3.28,128.29,166,1.0579236038914517,185.63999999999987,445.1663,-0.13730000000000003,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
22.7,88.9,0.0,0.8561,9.97,9.11,65.09,160,1.0944005549939024,251.96999999999986,648.9473,0.2748499999999999,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19.1,89.4,13.3,0.3377,9.87,8.88,169.02,128,1.1114852348139246,202.4599999999999,1668.2274,-0.24355000000000004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
26.2,36.2,7.0,0.507,9.66,7.48,151.11,133,1.2914421237404763,1671.56,1459.7226,-0.07625000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
24.1,39.0,2.3,0.7982,6.47,5.77,153.91,77,1.1213152143583809,1470.1000000000001,995.7977,0.1995,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
20.3,73.1,22.2,0.3447,8.42,9.4,166.35,9,0.8957437279322044,546.0700000000002,1400.667,-0.23655000000000004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
10.1,43.8,2.6,0.6762,3.8,3.21,98.27,0,1.1837969352120399,567.62,373.426,0.09489999999999998,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
17.9,63.3,6.6,0.3059,5.92,5.68,104.13,0,1.042251686176609,656.93,616.4495999999999,-0.2928,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24.8,62.1,4.0,0.433,7.77,5.76,189.13,0,1.3489559913958484,939.92,1469.5401,-0.16570000000000001,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
20.7,39.9,19.0,0.4228,7.29,6.21,30.52,0,1.1739111531221367,1244.07,222.4908,-0.17139999999999994,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13.3,44.7,5.0,0.0677,3.29,7.44,75.35,0,0.44220370671544795,735.49,247.90149999999997,-0.55645,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14.6,69.3,12.7,0.9045,2.61,1.64,144.34,213,1.5914537106481057,448.22,376.7274,0.3224,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18.0,59.8,2.2,0.8701,3.08,3.1,67.08,90,0.9935451821123158,723.6,206.6064,0.2963,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18.0,48.6,0.0,0.7666,3.54,3.96,8.68,60,0.8939371365223825,925.1999999999999,30.7272,0.19279999999999997,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
12.8,51.9,3.5,0.5875,7.8,9.03,65.53,550,0.8637864188411752,615.6800000000001,511.134,-0.0028000000000000247,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19.5,39.5,6.8,0.353,6.74,9.41,16.91,0,0.716258537451076,1179.75,113.9734,-0.22825000000000006,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21.2,78.8,4.3,0.8114,4.38,6.49,98.65,0,0.6748833977143333,449.44000000000005,432.087,0.2127,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8.149999999999999,56.1,5.5,0.3732,2.2,3.38,5.47,0,0.6508856482673129,357.7849999999999,12.034,-0.22460000000000002,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3.2,58.9,2.3,0.4499,6.41,5.55,4.23,269,1.1549528739587858,131.52,27.114300000000004,-0.14819999999999994,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
16.6,58.8,7.0,0.3896,2.13,2.89,2.32,562,0.7370216712052898,683.9200000000001,4.941599999999999,-0.2082,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22.4,41.9,2.0,0.3585,2.92,2.27,174.35,71,1.2863379456478166,1301.44,509.102,-0.2285500000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7.9,60.7,4.6,0.3773,3.06,2.14,68.69,0,1.4298998602810267,310.46999999999997,210.1914,-0.23754999999999987,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
27.1,74.6,1.5,0.8196,8.61,7.54,163.86,0,1.141908299856366,688.3400000000001,1410.8346000000001,0.24519999999999997,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
29.0,91.3,3.7,0.6597,4.85,5.75,69.34,57,0.8434767939534018,252.30000000000007,336.299,0.06099999999999994,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
15.6,82.2,2.4,0.3735,4.08,3.8,85.09,0,1.0736813850489868,277.67999999999995,347.16720000000004,-0.22799999999999992,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24.9,79.6,11.0,0.6917,2.7,2.94,31.57,416,0.9183642232509414,507.9600000000001,85.239,0.10464999999999991,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
18.9,50.7,5.4,0.36,2.82,1.85,31.57,412,1.5243160847779198,931.7699999999999,89.0274,-0.2548499999999999,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8.149999999999999,83.0,6.0,0.6115,3.64,2.97,66.38,159,1.2255850990400705,138.54999999999998,241.6232,0.011900000000000022,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
29.0,53.4,7.4,0.5623,2.89,4.35,173.15,511,0.6643662888131293,1351.4,500.40350000000007,-0.032200000000000006,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
10.1,45.2,3.1,0.4671,3.79,3.26,116.1,357,1.1625731209413468,553.4799999999999,440.019,-0.10669999999999996,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
27.4,83.5,13.7,0.5806,2.47,2.55,50.12,548,0.968623652456265,452.09999999999997,123.7964,-0.0014999999999999458,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
17.0,79.1,5.4,0.7389,8.42,9.08,133.17,178,0.9273117540619449,355.30000000000007,1121.2913999999998,0.1371,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
9.2,69.1,1.9,0.5436,3.2,2.54,160.3,0,1.259837559694647,284.28000000000003,512.96,-0.05710000000000004,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
19.1,36.9,2.7,0.759,2.93,2.46,52.8,403,1.191052068894029,1205.21,154.704,0.17194999999999994,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
20.6,62.8,5.9,0.072,5.77,8.05,91.585,0,0.7167692959387627,766.3200000000002,528.4454499999999,-0.5024000000000001,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2.3,48.5,5.4,0.3176,2.42,2.18,91.585,223,1.110086650978665,118.44999999999999,221.63569999999999,-0.2802,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
17.5,41.2,10.4,0.402,8.53,7.22,100.82,0,1.1814388068714587,1029.0,859.9945999999999,-0.1724,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15.7,61.1,1.7,0.4226,9.46,7.55,48.02,0,1.252978472876195,610.7299999999999,454.26920000000007,-0.15180000000000005,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
18.7,76.6,4.4,0.4851,2.84,2.17,103.01,80,1.3087497292639203,437.5800000000001,292.5484,-0.1019500000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24.3,80.1,1.3,0.6298,8.86,7.78,151.23,26,1.1388160169459935,483.57000000000016,1339.8977999999997,0.055400000000000005,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
8.75,40.9,2.3,0.9049,2.61,3.24,71.91,304,0.8055530692806503,517.125,187.68509999999998,0.3042,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-3.3,23.2,7.5,0.1108,2.91,7.36,106.97,0,0.3953798975816609,-253.43999999999997,311.28270000000003,-0.47245000000000004,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
26.5,57.3,13.8,0.8109,4.99,5.08,41.92,523,0.9822815309418683,1131.5500000000002,209.1808,0.2491,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22.1,81.4,11.0,0.8239,2.83,1.94,129.1,419,1.458755367240375,411.0599999999999,365.353,0.20905000000000007,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8.0,61.6,1.1,0.3502,7.69,6.46,168.74,238,1.1904006340547462,307.2,1297.6106000000002,-0.24789999999999995,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
28.8,15.7,2.2,0.1724,7.95,7.45,188.4,99,1.067112661593743,2427.84,1497.78,-0.41085000000000005,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
20.6,35.3,2.5,0.4876,5.73,6.7,126.36,489,0.855222604145367,1332.8200000000002,724.0428,-0.10659999999999997,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.9,41.4,4.3,0.6148499999999999,3.14,1.94,150.74,0,1.6185483579981548,111.34,473.32360000000006,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15.3,60.1,0.2,0.8218,10.82,9.69,174.71,589,1.1166139147431222,610.47,1890.3622,0.23149999999999993,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
19.2,46.7,1.8,0.7804,10.78,8.75,158.35,71,1.2319985920016092,1023.3599999999999,1707.013,0.19819999999999993,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0.5,59.1,2.1,0.7217,1.96,2.68,99.53,0,0.7313405546994227,20.45,195.0788,0.12390000000000001,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18.4,64.2,3.8,0.8664,6.42,8.49,94.63,538,0.7561828549082981,658.7199999999999,607.5246,0.2702,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
26.1,80.2,5.1,0.3983,0.99,1.97,25.69,0,0.5025355201242633,516.78,25.4331,-0.18379999999999996,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14.8,70.6,29.0,0.882,3.02,3.47,100.82,68,0.8703144947709084,435.1200000000001,304.47639999999996,0.30820000000000003,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9.5,66.5,11.6,0.6292,3.04,2.21,92.46,31,1.3755593866091103,318.25,281.0784,0.02849999999999997,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23.1,87.3,10.6,0.8822,8.54,7.33,46.82,132,1.1650734446474151,293.37000000000006,399.84279999999995,0.30779999999999996,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
20.7,81.2,5.7,0.3412,4.18,3.46,66.38,352,1.208088993962445,389.1599999999999,277.4684,-0.23259999999999997,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20.1,77.6,22.9,0.5061,7.72,6.05,190.83,0,1.2760309487091757,450.2400000000001,1473.2076,-0.09260000000000002,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7.7,86.5,4.6,0.5978,2.98,3.44,9.72,0,0.8662765515216525,103.95,28.965600000000002,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12.3,90.3,4.9,0.3058,4.53,3.96,98.27,0,1.1439365052108454,119.31000000000004,445.1631,-0.2956999999999999,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
20.9,91.6,11.8,0.503,1.92,2.62,6.72,209,0.732821630451792,175.56000000000012,12.902399999999998,-0.07909999999999995,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
28.4,49.6,0.1,0.6753,2.46,2.76,91.47,66,0.8913011184742085,1431.36,225.0162,0.08824999999999994,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1.1,81.0,12.2,0.5072,7.63,5.91,126.45,0,1.291029964416304,20.900000000000002,964.8135,-0.10409999999999997,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5.1,89.1,3.3,0.5341,6.82,5.69,78.68,276,1.1985919181161369,55.590000000000025,536.5976,-0.08140000000000003,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12.6,53.1,3.1,0.8316,2.49,2.71,72.67,329,0.9188157977276837,590.9399999999999,180.94830000000002,0.2167500000000001,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21.5,68.65,2.1,0.5778,2.02,1.76,84.9,0,1.1477207515866388,674.0249999999999,171.49800000000002,-0.037049999999999916,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24.4,58.2,10.2,0.9036,3.06,2.64,83.355,0,1.159086518611672,1019.9199999999998,255.0663,0.3165499999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
21.0,42.8,4.7,0.7925,1.83,1.3,32.92,40,1.4076814793732355,1201.2,60.24360000000001,0.2054499999999999,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29.1,64.1,10.8,0.3377,2.72,3.24,93.75,103,0.8395035817790686,1044.6900000000003,255.00000000000003,-0.27474999999999994,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10.0,79.4,22.3,0.6695,8.4,8.8,94.63,0,0.9545443698359434,205.99999999999994,794.8919999999999,0.07169999999999999,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11.5,49.1,3.5,0.6253,5.65,7.39,159.48,347,0.7645456501412042,585.35,901.062,0.03895000000000004,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2.2,65.4,19.2,0.3552,3.24,3.32,105.43,0,0.975900674997967,76.11999999999999,341.5932,-0.22689999999999994,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21.2,90.3,8.2,0.6223,9.34,9.47,44.02,555,0.9862713978126738,205.64000000000004,411.14680000000004,0.020499999999999963,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.4,41.4,5.0,0.6466,4.38,3.28,21.03,278,1.3353617824335902,82.03999999999999,92.1114,0.04699999999999993,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.4,89.4,4.1,0.9145,3.1,2.8,155.82,0,1.1071389030753462,25.439999999999987,483.042,0.3167,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.9,76.8,9.4,0.6324,8.59,9.65,184.54,0,0.8901545179745928,368.88000000000005,1585.1986,0.05019999999999991,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23.4,77.4,4.2,0.6086,3.17,1.84,78.01,410,1.722816723822153,528.8399999999998,247.29170000000002,-0.007399999999999962,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
