ObservationID,ParcelleID,DateObservation,Temperature,Humidite,Pluviometrie_mm,NDVI,Capteur,StadeCulture,RendementEstime_t_ha,RendementMoyenZone_t_ha,AnomalieLabel,Region,Surface_ha,TypeCulture,TypeSol,Irrigation,DateMiseEnCulture,CodePostal,AgeCulture_jours,RatioRendement,IndiceStressThermoHydrique,ProductionTotaleEstimee_t,Ecart_NDVI_Typique
OBS001184,PRC-100A5B64BB3B97C1,2024-03-01 18:25:38,13.9,79.4,0.0,0.7027,Station_Sol,Levée,11.19,8.52,0,Grand Est,178.94,Maïs,Calcaire,Aucune,2024-05-08,52000,0,1.313378740165798,286.3399999999999,2002.3385999999998,0.12049999999999994
OBS001185,PRC-D12C00DD53E5218C,2024-04-07 08:06:43,14.7,72.9,0.2,0.664,Drone,Tallage,5.39,6.83,0,Normandie,75.35,Blé,Argileux,Aucune,2025-04-15,27000,0,0.7891642911210964,398.3699999999999,406.13649999999996,0.08960000000000001
OBS001186,PRC-E20F36FAF6672787,2025-01-19 14:54:08,1.1,92.6,3.6,0.7269,Satellite,Maturation,2.98,3.94,0,Occitanie,49.56,Colza,Calcaire,Aspersion,2024-04-16,66000,278,0.7563432580120355,8.140000000000008,147.68880000000001,0.13239999999999996
OBS001187,PRC-7010539187069E00,2025-04-10 18:09:17,14.0,60.5,9.0,0.617,Drone,Levée,9.52,7.12,0,Hauts-de-France,106.31,Blé,Calcaire,Aucune,2024-03-24,59000,382,1.3370767737685763,553.0,1012.0712,-0.00714999999999999
OBS001188,PRC-D877FD55EE538FF6,2025-02-10 09:15:17,3.4,52.2,17.3,0.837,Station_Sol,Levée,7.4399999999999995,7.93,0,Centre-Val de Loire,41.87,Blé,Calcaire,Goutte-à-goutte,2024-05-13,28000,273,0.9382081485395353,162.51999999999998,311.51279999999997,0.21284999999999998
OBS001189,PRC-BA3AB95F1D32B1A7,2024-12-20 08:06:44,4.6,73.5,14.4,0.7238,Manuel,Maturation,9.19,8.33,0,Normandie,174.71,Maïs,Argileux,Goutte-à-goutte,2024-03-15,76000,280,1.1032399721008739,121.89999999999999,1605.5849,0.122
OBS001190,PRC-130A45D6CDC31A7B,2025-06-07 17:03:07,19.9,66.7,6.7,0.6028,Station_Sol,Tallage,10.09,8.5,0,Pays de la Loire,115.72,Maïs,Calcaire,Aspersion,2024-02-17,49000,476,1.1870574269912624,662.6699999999998,1167.6148,0.013149999999999995
OBS001191,PRC-B47B87F5BA3406DE,2025-06-24 12:27:48,25.2,85.2,7.3,0.8348,Satellite,Tallage,6.21,8.59,0,Bretagne,25.37,Blé,Sableux,Goutte-à-goutte,2024-05-16,29000,404,0.7229328021736878,372.9599999999999,157.5477,0.26039999999999996
OBS001192,PRC-30B53C7496939FC8,2025-08-13 15:39:25,25.8,45.1,7.1,0.5995,Station_Sol,Floraison,3.39,3.79,0,Nouvelle-Aquitaine,157.39,Colza,Argileux,Aucune,2025-02-21,16000,173,0.8944567428581983,1416.42,533.5521,-0.012949999999999906
OBS001193,PRC-AC93BDB028D19303,2025-04-11 11:47:56,16.5,40.7,0.2,0.8572,Station_Sol,Tallage,8.94,8.36,0,Auvergne-Rhône-Alpes,38.62,Maïs,Calcaire,Aucune,2024-05-21,43000,325,1.0693767112718766,978.4499999999999,345.26279999999997,0.26754999999999995
OBS001194,PRC-0BF0D0E0004CAF7D,2025-08-05 06:25:32,20.0,62.6,14.0,0.3993,Satellite,Floraison,8.41,8.54,0,Normandie,47.73,Maïs,Limoneux,Aucune,2024-03-24,50000,499,0.9847763644304868,748.0,401.4093,-0.18195000000000006
OBS001195,PRC-04A0FC4190FA5C97,2024-10-06 16:48:57,14.0,50.7,4.6,0.425,Station_Sol,Maturation,9.13,7.87,0,Grand Est,91.03,Blé,Argileux,Aucune,2024-04-09,68000,180,1.1601001777634337,690.1999999999999,831.1039000000001,-0.15825000000000006
OBS001196,PRC-DF94A628BBE14476,2025-01-11 09:00:38,7.8,57.2,8.2,0.9061,Station_Sol,Maturation,7.25,5.41,0,Grand Est,104.13,Vigne,Calcaire,Aspersion,2025-04-17,88000,0,1.3401084286350673,333.84,754.9425,0.31190000000000007
OBS001197,PRC-1B2005E9788C71B9,2024-03-03 16:22:44,16.5,71.4,1.3,0.5814,Satellite,Semis,2.77,2.72,0,Pays de la Loire,146.67,Tournesol,Argileux,Aspersion,2025-03-19,53000,0,1.0183786089021731,471.8999999999999,406.2759,-0.019299999999999984
OBS001198,PRC-12041B0021054113,2024-05-27 12:20:06,17.1,57.4,3.5,0.8038,Station_Sol,Levée,4.43,9.41,1,Hauts-de-France,7.94,Maïs,Calcaire,Aspersion,2024-05-26,80000,1,0.47077527016443127,728.46,35.1742,0.2215999999999999
OBS001199,PRC-0F82EFA8E857BAAC,2024-04-04 20:50:15,19.4,81.1,1.5,0.5976,Manuel,Tallage,5.78,5.43,0,Centre-Val de Loire,5.19,Vigne,Limoneux,Gravitaire,2025-05-01,41000,0,1.064454761593441,366.6600000000001,29.998200000000004,-0.0010999999999999899
OBS001200,PRC-182ADF032FECF4BD,2024-07-05 12:07:27,25.6,35.4,3.9,0.3462,Drone,Floraison,6.35,5.2,0,Bourgogne-Franche-Comté,62.03,Vigne,Calcaire,Aucune,2024-05-25,89000,41,1.221151497785581,1653.76,393.8905,-0.21559999999999996
OBS001201,PRC-5E79957A1F532FB6,2025-09-05 05:12:28,18.1,42.4,0.4,0.4048,Station_Sol,Maturation,7.23,6.07,0,Bourgogne-Franche-Comté,188.4,Blé,Sableux,Aucune,2024-05-21,70000,472,1.1911018268503677,1042.5600000000002,1362.132,-0.17845000000000005
OBS001202,PRC-09E45B3480FE90CC,2025-01-23 12:58:22,3.6,68.1,4.8,0.6501,Station_Sol,Récolte,3.15,2.42,0,Occitanie,20.13,Tournesol,Sableux,Goutte-à-goutte,2024-03-07,66000,322,1.3016475138532486,114.84000000000002,63.409499999999994,0.05230000000000001
OBS001203,PRC-24A1FD58A1BB7D73,2025-07-06 10:21:32,22.3,52.7,19.6,0.7785,Drone,Floraison,3.49,3.05,0,Auvergne-Rhône-Alpes,72.82,Colza,Sableux,Aspersion,2024-03-17,43000,476,1.144258543414612,1054.79,254.1418,0.16605000000000003
OBS001204,PRC-BBC11BE93D6166C2,2024-10-05 12:05:06,10.5,94.4,1.7,0.7504,Station_Sol,Récolte,7.54,8.8,0,Normandie,32.84,Maïs,Limoneux,Goutte-à-goutte,2025-04-10,50000,0,0.8568172081622635,58.79999999999994,247.61360000000002,0.1600999999999999
OBS001205,PRC-5AB2E6D990ECA8D9,2024-03-09 11:31:36,10.1,87.7,16.8,0.3892,Satellite,Semis,8.72,8.91,0,Nouvelle-Aquitaine,172.51,Maïs,Calcaire,Aucune,2025-02-24,24000,0,0.9786745469421472,124.22999999999996,1504.2872,-0.2086
OBS001206,PRC-16C08D56CF763B43,2025-09-24 13:59:30,18.5,91.7,6.2,0.5384,Manuel,Maturation,6.95,9.54,0,Pays de la Loire,27.59,Maïs,Calcaire,Aucune,2025-03-15,85000,193,0.7285107667602027,153.54999999999995,191.75050000000002,-0.06340000000000001
OBS001207,PRC-B0B908E7A4C17D25,2024-04-05 16:30:35,14.5,77.1,0.0,0.6748,Station_Sol,Tallage,2.95,2.86,0,Bourgogne-Franche-Comté,89.98,Tournesol,Calcaire,Goutte-à-goutte,2024-04-04,70000,1,1.031464924947815,332.05000000000007,265.44100000000003,0.05879999999999996
OBS001208,PRC-130A45D6CDC31A7B,2025-05-20 15:45:28,17.1,61.8,23.3,0.6942,Manuel,Tallage,9.9,8.22,0,Pays de la Loire,115.72,Maïs,Calcaire,Aspersion,2024-02-17,49000,458,1.204378096863629,653.2200000000001,1145.628,0.10455000000000003
OBS001209,PRC-B5D228994612E0CF,2024-03-10 10:03:07,12.6,49.6,1.7,0.488,Satellite,Semis,5.92,5.13,0,Nouvelle-Aquitaine,170.52,Vigne,Sableux,Aucune,2024-02-28,33000,11,1.1539938518638366,635.04,1009.4784000000001,-0.12750000000000006
OBS001210,PRC-F0C3AE8D1B99FC57,2024-12-04 18:22:19,8.4,52.6,2.0,0.5387,Station_Sol,Récolte,2.55,2.09,0,Occitanie,140.24,Tournesol,Sableux,Aspersion,2024-04-22,66000,226,1.220089856029397,398.16,357.612,-0.05910000000000004
OBS001211,PRC-C9EE9C220F9C4EDB,2025-02-23 10:23:26,6.9,24.5,8.9,0.2285,Station_Sol,Levée,5.54,5.61,1,Hauts-de-France,86.64,Vigne,Sableux,Gravitaire,2025-02-09,60000,14,0.9875205213537944,520.95,479.98560000000003,-0.3827999999999999
OBS001212,PRC-DC9795B99C74D11C,2024-06-29 16:36:21,25.0,81.6,7.7,0.8312,Manuel,Floraison,4.17,3.3,0,Nouvelle-Aquitaine,45.72,Colza,Limoneux,Aucune,2025-04-26,33000,0,1.2636325344468653,460.0000000000001,190.6524,0.2187500000000001
OBS001213,PRC-E5C0E2466C15FA48,2024-06-12 06:44:57,24.4,53.4,2.0,0.56,Drone,Tallage,3.1,3.88,0,Occitanie,37.26,Colza,Calcaire,Gravitaire,2024-03-02,30000,102,0.7989670129716161,1137.04,115.506,-0.04149999999999987
OBS001214,PRC-4F547BC55C5A909F,2025-09-07 12:11:32,20.7,91.5,4.5,0.3974,Station_Sol,Maturation,1.89,2.15,0,Auvergne-Rhône-Alpes,83.72,Tournesol,Argileux,Aucune,2025-03-15,69000,176,0.8790656787642848,175.95,158.2308,-0.18469999999999998
OBS001215,PRC-B12EAB1E5F979B5C,2024-11-28 14:33:58,12.4,86.8,14.2,0.7642,Station_Sol,Récolte,2.72,2.52,0,Centre-Val de Loire,78.58,Tournesol,Calcaire,Aucune,2025-02-09,37000,0,1.0793607961873168,163.68000000000004,213.73760000000001,0.1664
OBS001216,PRC-E4ABE148E8676698,2024-11-05 20:25:42,7.9,37.7,2.9,0.5818,Drone,Récolte,8.65,9.65,0,Bretagne,194.65,Maïs,Limoneux,Aspersion,2024-02-11,56100,268,0.8963721281117843,492.17,1683.7225,-0.008500000000000063
OBS001217,PRC-B0ABBB0B4F33FC59,2025-05-17 18:44:25,19.4,50.2,6.3,0.6592,Station_Sol,Levée,6.85,7.72,0,Hauts-de-France,35.32,Blé,Limoneux,Aucune,2024-04-12,02000,400,0.8873045501236397,966.1199999999999,241.94199999999998,0.035050000000000026
OBS001218,PRC-FF5E2FE8ED00DFA1,2025-06-02 15:36:07,23.5,64.1,4.3,0.0568,Station_Sol,Floraison,5.29,10.02,1,Auvergne-Rhône-Alpes,181.91,Maïs,Argileux,Aucune,2024-02-01,73000,487,0.5279435848866418,843.6500000000001,962.3039,-0.5244500000000001
OBS001219,PRC-20EB8B00F61281B9,2024-03-19 07:23:23,6.6,54.2,3.3,0.8889,Satellite,Levée,2.85,1.83,0,Nouvelle-Aquitaine,91.08,Tournesol,Argileux,Aucune,2025-02-20,33000,0,1.5573685389697323,302.28,259.57800000000003,0.2740500000000001
OBS001220,PRC-39A4BE34FF9F5ED2,2025-06-28 17:53:48,19.0,62.6,53.8,0.7838,Station_Sol,Tallage,8.55,6.26,0,Bourgogne-Franche-Comté,197.06,Blé,Sableux,Aspersion,2025-03-09,25000,111,1.3658125146764943,710.6,1684.863,0.20940000000000003
OBS001221,PRC-B3F0CAADC50B0758,2025-08-23 09:30:24,17.7,85.5,6.9,0.4455,Manuel,Floraison,6.09,7.52,0,Bretagne,100.82,Blé,Argileux,Aspersion,2025-03-06,56000,170,0.8098393486178875,256.65,613.9938,-0.15069999999999995
OBS001222,PRC-2665DD42B79AFF9A,2025-05-20 14:16:34,22.0,38.4,10.8,0.6074,Station_Sol,Tallage,5.97,4.67,0,Bourgogne-Franche-Comté,39.23,Vigne,Sableux,Aspersion,2025-03-02,21000,79,1.278369853597744,1355.2,234.20309999999998,0.008700000000000041
OBS001223,PRC-BE68CD3AFD97E4C3,2024-12-20 07:37:07,1.0,55.6,3.3,0.5954,Satellite,Maturation,2.47,3.35,0,Pays de la Loire,160.57,Tournesol,Argileux,Aucune,2025-05-16,49000,0,0.7373112319067705,44.4,396.60790000000003,0.01330000000000009
OBS001224,PRC-E2DD15A431FB323E,2024-03-22 07:12:13,8.5,48.9,13.1,0.6866,Satellite,Semis,6.96,7.37,0,Grand Est,125.63,Blé,Sableux,Goutte-à-goutte,2024-04-18,88000,0,0.9443677824046371,434.35,874.3847999999999,0.05789999999999995
OBS001225,PRC-77260FF32E1146F3,2025-02-24 08:07:41,5.7,44.3,0.7,0.5163,Manuel,Semis,2.85,3.42,0,Grand Est,151.64,Colza,Limoneux,Aucune,2024-02-22,54000,368,0.8333308966932845,317.49,432.174,-0.06500000000000006
OBS001226,PRC-4B9B83991E911179,2025-09-28 06:23:38,18.6,52.4,8.5,0.7624,Manuel,Floraison,3.08,3.2,0,Bretagne,90.71,Colza,Limoneux,Goutte-à-goutte,2025-02-26,29000,214,0.9624969921968993,885.3600000000001,279.3868,0.14995000000000003
OBS001227,PRC-2A18CE0C3BE14A86,2025-06-29 20:15:19,22.0,61.9,0.6,0.3463,Satellite,Tallage,3.14,3.43,0,Normandie,122.47,Colza,Argileux,Aucune,2024-04-24,27000,431,0.9154492260955507,838.2,384.55580000000003,-0.2551999999999999
OBS001228,PRC-62DB1109049D7F2B,2024-08-09 18:28:39,22.0,63.0,4.1,0.4492,Station_Sol,Maturation,1.87,1.94,0,Bourgogne-Franche-Comté,84.9,Tournesol,Limoneux,Aspersion,2025-04-05,90000,0,0.9639125571517673,814.0,158.76300000000003,-0.13289999999999996
OBS001229,PRC-C2BBCBB5F691B8F9,2025-08-22 18:28:10,18.5,61.6,1.2,0.7925,Satellite,Maturation,8.01,8.73,0,Auvergne-Rhône-Alpes,76.28,Maïs,Calcaire,Gravitaire,2025-05-24,43000,90,0.9175247221939036,710.4,611.0028,0.19069999999999998
OBS001230,PRC-B3B216AA6F635C03,2024-05-16 06:09:01,23.4,81.5,1.9,0.5618,Drone,Levée,8.44,9.05,0,Bretagne,140.45,Maïs,Calcaire,Gravitaire,2025-03-12,35200,0,0.9325956545904368,432.9,1185.398,-0.020400000000000085
OBS001231,PRC-87429E583A452DB4,2025-03-02 15:01:05,9.6,53.1,20.6,0.3357,Satellite,Semis,2.79,2.39,0,Nouvelle-Aquitaine,58.47,Tournesol,Sableux,Goutte-à-goutte,2024-02-23,40000,373,1.1673591323885673,450.23999999999995,163.1313,-0.265
OBS001232,PRC-EA2D58BDBA752363,2025-10-02 11:05:57,17.6,64.35,8.0,0.4321,Satellite,Récolte,2.74,0.75,0,Centre-Val de Loire,181.43,Tournesol,Argileux,Aspersion,2024-03-07,36000,574,3.6532846228716958,627.4400000000002,497.11820000000006,-0.16570000000000001
OBS001233,PRC-1C82F1823ABCBA3C,2024-03-06 08:42:56,14.8,90.2,15.1,0.6287,Satellite,Semis,6.97,7.92,0,Nouvelle-Aquitaine,119.63,Blé,Argileux,Gravitaire,2024-03-26,64000,0,0.880049393877028,145.03999999999996,833.8210999999999,0.0
OBS001234,PRC-113F663E873018EA,2025-10-29 18:59:25,28.7,14.2,12.8,0.0605,Manuel,Maturation,7.82,6.89,1,Pays de la Loire,36.48,Blé,Calcaire,Gravitaire,2024-04-21,53000,556,1.1349765820368913,2462.46,285.2736,-0.52275
OBS001235,PRC-3002756661417ABB,2025-04-21 06:53:09,20.9,82.8,4.4,0.5029,Manuel,Tallage,6.68,6.94,0,Centre-Val de Loire,117.88,Blé,Sableux,Goutte-à-goutte,2025-02-06,41000,74,0.962534636117239,359.48,787.4383999999999,-0.07150000000000001
OBS001236,PRC-182ADF032FECF4BD,2024-08-31 14:25:55,29.6,65.0,9.5,0.3657,Station_Sol,Maturation,4.59,6.48,0,Bourgogne-Franche-Comté,62.03,Vigne,Calcaire,Aucune,2024-05-25,89000,98,0.7083322402280243,1036.0,284.7177,-0.22849999999999993
OBS001237,PRC-09CF410658EC03E2,2024-06-08 17:03:23,24.6,54.8,1.2,0.8272,Satellite,Tallage,3.99,3.85,0,Auvergne-Rhône-Alpes,187.48,Colza,Sableux,Gravitaire,2024-02-11,07000,118,1.0363609445170272,1111.92,748.0452,0.22570000000000012
OBS001238,PRC-184FC92DCB948606,2024-07-19 13:49:09,27.4,55.8,0.9,0.5573,Station_Sol,Tallage,2.13,1.32,0,Auvergne-Rhône-Alpes,71.91,Tournesol,Sableux,Aspersion,2024-05-07,43000,73,1.6136241392110664,1211.08,153.1683,-0.058699999999999974
OBS001239,PRC-A5472DAEE61D3D12,2024-12-26 09:16:04,-2.4,90.6,5.2,0.5661,Satellite,Récolte,8.24,8.26,0,Occitanie,4.57,Maïs,Limoneux,Aspersion,2025-02-19,65000,0,0.997577484773021,-22.560000000000013,37.656800000000004,-0.0242
OBS001240,PRC-592F7285B2867361,2025-06-22 17:26:47,22.8,17.4,0.0,0.2423,Station_Sol,Tallage,8.61,8.46,1,Bretagne,91.585,Maïs,Sableux,Goutte-à-goutte,2025-02-25,35200,117,1.017729293464192,1883.28,788.54685,-0.34735000000000005
OBS001241,PRC-351334B1EB21530C,2024-08-31 14:23:23,26.1,37.7,0.6,0.4097,Station_Sol,Maturation,4.62,6.34,0,Occitanie,45.64,Vigne,Argileux,Aspersion,2024-02-22,09000,191,0.7287054752279571,1626.03,210.85680000000002,-0.18449999999999994
OBS001242,PRC-1C5D48E90D3C71A5,2024-08-02 08:23:10,32.1,60.4,2.2,0.7203,Satellite,Floraison,7.88,7.45,0,Grand Est,55.23,Blé,Sableux,Aucune,2024-05-21,67000,73,1.057716701051408,1271.16,435.21239999999995,0.1241000000000001
OBS001243,PRC-5AB2E6D990ECA8D9,2025-04-05 05:05:11,16.5,48.0,5.5,0.8108,Satellite,Levée,11.02,9.08,0,Nouvelle-Aquitaine,172.51,Maïs,Calcaire,Aucune,2025-02-24,24000,40,1.2136550510406927,858.0,1901.0602,0.22859999999999991
OBS001244,PRC-B47B87F5BA3406DE,2025-04-12 12:29:03,14.8,41.3,3.2,0.394,Station_Sol,Tallage,7.03,7.73,0,Bretagne,25.37,Blé,Sableux,Goutte-à-goutte,2024-05-16,29000,331,0.9094425492334421,868.7600000000001,178.3511,-0.1804
OBS001245,PRC-0A44086EAF59C5AB,2024-04-25 09:49:23,12.6,38.6,2.2,0.886,Satellite,Tallage,7.225,6.67,0,Bourgogne-Franche-Comté,132.65,Blé,Limoneux,Aucune,2025-02-12,71000,0,1.0832067718039404,773.64,958.39625,0.3116
OBS001246,PRC-2665DD42B79AFF9A,2024-09-26 20:58:06,22.0,80.3,3.8,0.4781,Manuel,Floraison,6.92,6.09,0,Bourgogne-Franche-Comté,39.23,Vigne,Sableux,Aspersion,2025-03-02,21000,0,1.1362871325334443,433.4000000000001,271.47159999999997,-0.08369999999999994
OBS001247,PRC-0BF0D0E0004CAF7D,2024-03-06 13:27:03,7.9,129.0,4.6,0.8346,Station_Sol,Levée,10.6,8.88,0,Normandie,47.73,Maïs,Limoneux,Aucune,2024-03-24,50000,0,1.1936923494455522,-229.10000000000002,505.93799999999993,0.25239999999999996
OBS001248,PRC-2236E00914572FF0,2024-04-22 15:47:35,17.3,69.6,2.0,0.7251,Station_Sol,Tallage,4.12,3.7,0,Grand Est,174.63,Colza,Calcaire,Aspersion,2024-05-26,57000,0,1.1135105040256648,525.9200000000001,719.4756,0.12360000000000004
OBS001249,PRC-7A6B9B6D49DCCBA6,2025-09-10 15:58:31,19.1,117.7,1.2,0.3017,Satellite,Maturation,1.77,2.06,0,Normandie,40.99,Tournesol,Sableux,Aspersion,2024-03-15,50000,544,0.8592191300042232,-338.0700000000001,72.5523,-0.2803999999999999
OBS001250,PRC-BCF8DF9EFE3D752B,2024-05-14 15:53:23,10.8,83.1,9.5,0.5241,Satellite,Levée,8.11,7.59,0,Auvergne-Rhône-Alpes,74.59,Blé,Sableux,Goutte-à-goutte,2024-02-09,38000,95,1.0685097911596955,182.52000000000007,604.9249,-0.10004999999999997
OBS001251,PRC-233792DFFCE89E19,2024-06-03 14:06:08,22.4,93.6,12.1,0.7341,Satellite,Floraison,2.63,1.93,1,Nouvelle-Aquitaine,91.47,Tournesol,Sableux,Gravitaire,2025-04-04,86000,0,1.3626872399624872,143.36000000000013,240.56609999999998,0.1470499999999999
OBS001252,PRC-0602FF3A72687BC2,2024-09-24 06:36:59,21.2,38.1,0.3,0.8041,Satellite,Maturation,4.23,3.3,0,Normandie,76.08,Colza,Argileux,Aspersion,2025-02-03,14000,0,1.2818142975324318,1312.28,321.8184,0.2096
OBS001253,PRC-EF5D0E263916E70C,2025-08-31 07:36:14,23.9,93.1,0.6,0.4954,Manuel,Maturation,8.57,9.03,0,Normandie,191.75,Maïs,Argileux,Gravitaire,2024-03-23,50000,526,0.949057642239599,164.91000000000014,1643.2975000000001,-0.1064
OBS001254,PRC-F7D08AE1EBB7241D,2025-09-08 15:06:58,17.1,61.9,3.5,0.771,Satellite,Floraison,10.68,9.23,0,Bourgogne-Franche-Comté,195.48,Maïs,Calcaire,Gravitaire,2024-05-08,71000,488,1.157095171077821,651.5100000000001,2087.7264,0.18974999999999997
OBS001255,PRC-93B64D32F58F1CBB,2025-08-13 12:06:42,15.2,78.6,2.0,0.5821,Satellite,Maturation,2.39,3.39,0,Auvergne-Rhône-Alpes,60.21,Tournesol,Limoneux,Gravitaire,2024-05-22,42000,448,0.7050126695791458,325.2800000000001,143.9019,0.0
OBS001256,PRC-675A4BC79DA5C7D2,2025-06-22 06:51:31,18.7,60.6,1.5,0.3359,Station_Sol,Tallage,7.38,6.13,0,Centre-Val de Loire,23.12,Vigne,Sableux,Goutte-à-goutte,2025-05-16,18000,37,1.2039132073194008,736.78,170.6256,-0.26280000000000003
OBS001257,PRC-A5472DAEE61D3D12,2025-09-29 19:01:05,19.0,41.0,0.7,0.8433,Station_Sol,Maturation,8.48,9.57,0,Occitanie,4.57,Maïs,Limoneux,Aspersion,2025-02-19,65000,222,0.8861014774279233,1121.0,38.753600000000006,0.24150000000000005
OBS001258,PRC-C09DC48B487A5F15,2024-08-26 07:56:27,20.5,75.9,1.2,0.8367,Drone,Maturation,7.52,8.22,0,Occitanie,125.51,Blé,Calcaire,Aspersion,2025-03-02,81000,0,0.9148407362034838,494.0499999999999,943.8352,0.25344999999999995
OBS001259,PRC-8A19B1EC68057B8B,2025-05-07 07:43:28,15.9,35.5,5.1,0.683,Manuel,Tallage,7.7,8.41,0,Hauts-de-France,187.82,Maïs,Sableux,Goutte-à-goutte,2024-03-09,62000,424,0.9155756057364974,1025.55,1446.214,0.09335000000000004
OBS001261,PRC-100A5B64BB3B97C1,2025-10-13 20:40:43,13.9,45.4,8.2,0.3786,Station_Sol,Récolte,11.66,8.94,0,Grand Est,178.94,Maïs,Calcaire,Aucune,2024-05-08,52000,523,1.3042491003925052,758.94,2086.4404,-0.21170000000000005
OBS001262,PRC-2565FBE1B286E97A,2025-02-05 15:31:34,0.6,93.2,3.3,0.6734,Manuel,Levée,4.2,3.79,0,Pays de la Loire,139.45,Colza,Calcaire,Aspersion,2025-02-27,53000,0,1.1081764955765288,4.079999999999998,585.6899999999999,0.09960000000000002
OBS001263,PRC-F25F925268668DA0,2025-09-09 10:28:14,17.7,84.5,2.1,0.3084,Satellite,Maturation,3.3,3.16,0,Normandie,100.38,Colza,Limoneux,Goutte-à-goutte,2024-02-17,14000,570,1.0443004927199597,274.34999999999997,331.25399999999996,-0.2861
OBS001264,PRC-89108D31575587DF,2024-07-21 08:38:39,22.2,86.2,10.3,0.4108,Station_Sol,Floraison,9.67,7.81,0,Normandie,139.9,Blé,Calcaire,Goutte-à-goutte,2025-03-02,61000,0,1.238154624641966,306.3599999999999,1352.833,-0.18539999999999995
OBS001265,PRC-BE68CD3AFD97E4C3,2025-06-27 13:02:27,21.9,90.7,5.0,0.7982,Station_Sol,Floraison,2.29,2.86,0,Pays de la Loire,160.57,Tournesol,Argileux,Aucune,2025-05-16,49000,42,0.8006965010611852,203.66999999999993,367.70529999999997,0.21114999999999995
OBS001266,PRC-70DA1A585288D092,2024-11-14 18:41:32,6.8,64.8,16.3,0.3491,Satellite,Maturation,3.46,3.59,0,Occitanie,39.38,Colza,Sableux,Gravitaire,2024-04-09,31000,219,0.9637856161960552,239.36,136.25480000000002,-0.2454
OBS001267,PRC-F636620CE5469669,2025-03-10 05:41:25,13.8,39.5,0.6,0.2169,Station_Sol,Levée,11.35,8.25,1,Normandie,83.3,Maïs,Calcaire,Aucune,2025-03-23,50000,0,1.3757559081746569,834.9000000000001,945.4549999999999,-0.36530000000000007
OBS001268,PRC-EE124DE3238697AB,2024-04-09 06:06:30,17.3,80.6,0.0,0.7427,Satellite,Tallage,4.18,4.1,0,Centre-Val de Loire,94.63,Colza,Calcaire,Aspersion,2024-02-07,41000,62,1.0195097085129061,335.6200000000001,395.55339999999995,0.1412000000000001
OBS001269,PRC-9D4163485FD7AE95,2025-07-25 11:10:06,29.2,38.5,9.3,0.6067,Satellite,Floraison,2.51,2.12,0,Auvergne-Rhône-Alpes,111.84,Tournesol,Limoneux,Aucune,2025-05-10,74000,76,1.183956679449625,1795.8,280.7184,0.019649999999999945
OBS001270,PRC-5716B8B2D5210036,2025-03-02 06:01:26,5.4,73.8,1.0,0.5208,Station_Sol,Semis,11.1,9.42,0,Grand Est,106.44,Maïs,Argileux,Goutte-à-goutte,2025-04-23,54000,0,1.178342698150002,141.48000000000002,1181.484,-0.07699999999999996
OBS001271,PRC-9D43B5A9E70C898F,2024-11-25 07:05:26,10.0,55.6,2.5,0.064,Satellite,Récolte,2.54,3.39,1,Normandie,129.1,Tournesol,Sableux,Aspersion,2024-04-03,61000,236,0.749260326665703,444.0,327.914,-0.5338
OBS001272,PRC-F0C3AE8D1B99FC57,2024-08-16 12:03:51,24.9,94.8,8.1,0.4409,Station_Sol,Floraison,2.21,2.4,0,Occitanie,140.24,Tournesol,Sableux,Aspersion,2024-04-22,66000,116,0.9208294965437644,129.48000000000008,309.9304,-0.14615000000000006
OBS001273,PRC-4262CE234B1A0045,2025-06-11 18:58:58,21.3,62.3,3.3,0.3932,Manuel,Tallage,7.9,8.6,0,Bourgogne-Franche-Comté,76.67,Maïs,Calcaire,Aucune,2024-04-22,71000,415,0.9186035830190896,803.0100000000001,605.6930000000001,-0.19645
OBS001274,PRC-A2152702B9597C6B,2024-03-11 18:28:40,13.8,45.4,1.9,0.3751,Station_Sol,Levée,8.18,9.13,0,Occitanie,184.54,Maïs,Argileux,Gravitaire,2025-05-22,30000,0,0.8959464447465008,753.48,1509.5372,-0.20710000000000006
OBS001275,PRC-DBA05BEEB7573767,2025-06-25 06:58:55,26.3,40.3,9.1,0.5175,Drone,Tallage,11.67,9.01,0,Occitanie,127.93,Maïs,Calcaire,Aspersion,2024-05-24,46000,397,1.2952260874294257,1570.1100000000001,1492.9431,-0.07215000000000005
OBS001276,PRC-9524C7566F7A48BB,2024-12-19 11:58:16,9.1,39.3,6.3,0.5789,Station_Sol,Récolte,2.68,2.64,0,Bretagne,9.66,Tournesol,Argileux,Aucune,2025-04-11,56100,0,1.0151476698951898,552.37,25.888800000000003,-0.018900000000000028
OBS001277,PRC-89FF6CB81E6A2726,2025-06-27 11:44:46,18.5,44.1,2.6,0.6432,Station_Sol,Floraison,2.43,1.83,0,Occitanie,99.53,Tournesol,Sableux,Gravitaire,2024-02-05,81000,508,1.3278615963847191,1034.1499999999999,241.85790000000003,0.05614999999999992
OBS001278,PRC-B52418B974071F44,2024-04-29 16:54:01,13.2,48.0,2.0,0.9127,Satellite,Tallage,6.32,8.3,0,Hauts-de-France,158.35,Maïs,Sableux,Gravitaire,2025-02-21,80000,0,0.7614448657290774,686.4,1000.772,0.32304999999999995
